startup_id,retention_d1,retention_d7,retention_d30,sessions_per_user,time_in_app_minutes,actions_per_session,app_rating,nps,user_growth_rate,viral_coefficient,organic_percentage
1086,62.72,52.04,37.95,16.9,5.28,4.09,3.41,0,59.7,1.19,64.06
1087,72.94,73.17,65.72,11.87,59.65,2.58,4.51,-12,75.5,0.42,50.6
1088,41.69,34.42,51.44,17.55,52.33,24.34,2.45,51,40.61,0.03,9.99
1089,99.38,69.65,36.9,13.26,28.49,24.49,2.54,-54,32.8,0.72,46.78
1090,46.22,21.48,50.69,18.98,40.32,4.5,2.71,-19,76.82,1.92,63.31
1091,95.99,49.33,73.2,6.35,40.6,9.74,2.65,48,2.83,1.38,62.14
1092,75.48,74.31,62.33,12.31,12.47,23.62,3.91,23,88.53,1.72,79.22
1093,72.54,43.71,10.8,14.11,12.8,16.24,2.62,-93,44.09,0.29,29.16
1094,65.89,59.46,38.29,8.47,28.71,28.74,1.38,46,50.42,0.15,36.46
1095,46.15,34.35,36.67,17.71,54.78,14.95,3.69,-71,63.43,0.02,57.29
1096,42.36,71.94,32.81,19.62,1.59,20.63,1.7,-10,27.44,1.91,93.79
1097,45.43,23.66,59.45,10.38,47.17,15.78,4.33,53,59.74,0.6,72.16
1098,43.05,79.68,66.03,8.42,4.39,28.35,2.77,47,69.3,0.92,50.88
1099,84.57,33.87,58.16,9.97,29.22,12.56,3.34,15,11.79,0.79,51.65
1100,54.51,81.21,71.72,17.2,38.63,7.66,2.11,4,52.05,1.46,62.25
1101,34.05,44.68,29.42,13.26,41.52,10.47,2.1,-23,32.94,0.62,71.03
1102,97.84,70.59,73.0,1.85,4.45,25.73,4.02,100,55.74,1.07,75.98
1103,91.87,42.35,64.69,11.3,25.7,15.44,2.99,72,2.13,1.99,56.49
1104,94.94,83.41,33.32,1.33,35.45,11.27,3.76,-37,74.27,0.89,30.58
1105,99.64,28.86,51.43,15.79,4.9,16.78,3.23,-71,16.84,1.1,47.41
1106,42.17,32.5,28.23,7.24,8.97,4.86,3.56,80,68.94,1.01,40.25
1107,57.74,54.51,66.36,9.97,40.16,1.16,4.43,77,76.88,1.61,90.99
1108,83.08,25.74,52.93,16.17,31.78,9.14,2.68,89,75.26,0.53,31.76
1109,78.72,33.72,37.89,1.88,10.55,18.55,2.74,69,81.75,0.34,23.53
1110,40.77,86.06,57.12,4.01,32.58,21.64,3.88,55,30.77,1.51,86.29
1111,87.11,88.35,48.49,8.56,54.85,24.97,2.14,-43,96.71,0.83,24.92
1112,45.71,46.34,22.13,5.37,1.92,27.87,3.48,-70,2.38,1.83,50.81
1113,45.67,84.63,16.82,7.42,38.92,12.95,2.54,-11,48.12,1.29,53.99
1114,67.59,58.14,40.2,19.97,5.35,22.47,3.34,-1,27.03,1.13,61.42
1115,71.51,38.88,50.05,16.68,1.38,3.17,1.67,27,73.99,0.14,29.76
1116,70.61,69.17,61.73,17.79,9.89,2.67,3.92,-42,80.52,1.46,60.18
1117,36.4,66.12,68.78,18.8,25.95,4.62,2.69,10,82.24,1.37,40.11
1118,91.42,89.24,46.81,7.48,48.34,14.01,3.66,15,29.69,1.28,62.38
1119,48.59,38.55,51.09,6.64,17.63,7.13,3.07,-89,27.41,0.54,40.73
1120,39.07,67.04,36.12,5.45,37.91,9.32,2.08,-56,67.69,1.89,88.91
1121,92.21,23.64,54.98,16.77,25.26,19.79,4.3,-35,92.82,0.64,42.84
1122,96.9,27.96,27.71,13.91,14.83,11.4,3.21,3,25.42,0.3,39.53
1123,90.35,20.27,44.38,5.49,31.34,17.16,4.0,95,91.06,1.97,73.92
1124,86.67,89.96,56.24,8.16,48.05,12.96,2.54,59,59.15,1.49,37.15
1125,75.87,76.16,22.46,10.63,50.12,5.9,2.69,68,73.79,0.83,29.32
1126,68.56,75.07,56.22,11.03,50.94,3.15,3.32,-3,43.99,1.87,84.86
1127,36.09,55.68,69.35,17.89,20.97,7.85,3.65,82,80.69,0.18,26.96
1128,58.59,41.0,35.79,8.23,47.81,2.67,1.38,-32,97.05,0.18,52.77
1129,56.09,30.59,33.4,18.26,13.52,18.94,2.14,-96,17.06,1.36,33.61
1130,48.18,39.93,60.63,9.39,44.57,24.08,4.29,-38,38.56,0.36,64.12
1131,80.64,46.32,51.68,15.18,56.95,10.85,2.85,-97,86.25,1.83,96.77
1132,64.71,72.94,33.26,18.67,1.81,12.23,3.84,14,17.67,1.68,55.75
1133,35.67,57.78,29.34,18.24,26.98,24.67,1.79,-60,41.3,0.61,48.04
1134,45.41,25.42,57.14,2.08,39.22,7.46,4.36,39,16.61,1.78,61.56
1135,77.83,21.26,52.66,4.91,42.4,4.46,3.39,64,64.84,0.09,64.62
1136,35.33,27.16,24.84,10.06,11.39,15.53,3.19,-3,23.83,1.1,24.08
1137,89.58,48.73,29.68,9.2,58.36,19.74,2.29,-46,38.08,1.87,76.23
1138,64.66,85.32,61.92,13.18,37.3,18.39,4.33,-56,49.11,1.71,73.76
1139,63.64,64.62,58.94,18.95,10.7,21.7,3.1,55,29.71,0.71,41.77
1140,71.47,76.13,67.85,3.14,2.21,2.65,3.79,-42,67.99,0.37,26.3
1141,87.73,52.65,61.67,9.59,47.21,13.42,1.92,34,11.12,0.42,28.42
1142,54.35,45.32,75.71,4.66,5.7,7.92,3.61,87,87.98,1.03,72.86
1143,77.46,27.59,34.51,17.99,9.32,23.01,3.54,80,48.13,1.19,29.07
1144,69.6,81.32,64.56,19.33,34.91,26.31,2.16,67,57.28,0.07,43.51
1145,48.69,74.82,18.73,10.1,36.61,9.16,2.94,20,62.21,0.83,38.74
1146,91.5,31.77,55.48,2.98,41.53,3.76,1.63,24,5.97,1.66,48.62
1147,85.82,55.86,38.36,15.92,24.22,8.35,3.94,-49,75.7,0.89,52.19
1148,76.09,54.12,28.22,14.25,46.66,4.02,3.97,-90,94.59,0.34,68.64
1149,89.54,63.76,63.89,7.74,58.49,10.35,2.75,-5,51.99,1.91,74.59
1150,90.71,86.23,70.0,17.86,16.99,16.61,2.05,77,39.09,0.53,64.67
1151,79.59,60.58,13.17,19.54,42.48,29.24,2.72,-51,78.48,1.6,68.8
1152,88.59,57.82,49.73,11.6,55.78,12.58,1.57,-5,72.04,0.39,56.77
1153,78.82,23.52,38.36,11.75,41.49,7.38,2.59,22,65.1,0.85,46.94
1154,77.61,24.4,35.04,6.65,41.19,5.84,2.05,-53,96.54,0.98,80.05
1155,73.3,33.11,69.07,12.11,14.2,6.02,3.05,81,58.18,1.0,53.64
1156,82.69,22.27,35.99,9.35,32.57,6.59,1.23,33,24.84,1.03,57.26
1157,41.1,72.03,64.73,6.74,34.19,23.11,1.98,-51,2.48,0.45,46.82
1158,91.66,70.63,24.54,2.28,42.31,2.77,1.08,-19,45.35,1.03,42.4
1159,91.03,29.52,55.51,5.8,59.81,29.92,3.28,30,65.23,0.96,36.02
1160,32.05,78.53,48.84,4.76,2.98,16.16,3.12,-60,17.21,0.42,17.91
1161,87.81,30.84,24.28,11.3,4.85,16.78,1.77,-73,2.58,1.98,81.89
1162,39.02,41.08,38.91,12.43,5.6,11.37,3.0,59,90.91,1.73,51.19
1163,53.46,37.43,68.03,12.56,44.84,21.02,4.2,66,30.19,1.78,58.15
1164,82.05,46.06,66.5,8.38,9.04,14.67,2.43,98,46.6,1.37,85.52
1165,41.25,37.83,41.63,9.0,37.72,10.54,3.53,90,9.11,0.32,47.48
1166,87.26,54.23,49.58,16.85,20.16,8.69,3.27,46,38.16,1.14,30.16
1167,88.25,48.52,21.69,10.05,27.98,27.84,1.01,28,42.38,1.64,82.02
1168,65.52,89.06,32.49,19.77,13.72,9.44,2.12,60,90.27,0.08,24.3
1169,30.45,23.91,37.77,9.35,52.1,13.66,2.78,-68,86.55,0.99,56.7
1170,50.09,29.95,13.61,13.34,35.58,11.16,2.99,-90,18.9,0.79,51.01
1171,73.18,23.7,70.19,1.96,56.73,3.5,2.54,87,55.61,0.42,28.36
1172,98.68,63.81,50.37,13.41,34.9,6.39,4.36,-73,73.12,0.76,25.64
1173,74.23,23.82,75.96,17.18,8.31,6.5,3.76,89,29.19,1.97,49.81
1174,48.19,78.55,50.51,18.91,11.08,21.12,2.62,-54,39.44,1.45,34.83
1175,74.38,55.84,72.18,19.95,59.36,12.79,2.11,44,98.49,0.6,33.35
1176,67.8,56.89,44.89,6.36,43.81,23.68,1.94,-27,75.97,1.21,87.99
1177,84.59,59.31,47.29,11.93,3.91,21.56,2.85,-29,43.72,0.49,39.73
1178,37.49,31.96,73.59,9.56,42.52,6.57,3.26,36,53.41,1.22,79.75
1179,83.27,33.84,50.52,11.71,25.32,17.32,3.67,-18,62.58,1.79,68.48
1180,67.89,42.32,18.76,3.99,19.13,22.54,2.92,13,49.88,1.11,65.7
1181,97.41,61.54,49.09,17.27,10.09,19.36,2.17,-93,41.16,1.47,38.85
1182,53.93,34.71,73.59,18.28,50.55,18.4,3.47,86,35.93,0.91,37.91
1183,74.28,28.14,57.99,9.54,4.77,22.45,1.74,-32,16.9,1.05,54.88
1184,95.24,87.91,46.85,6.33,18.1,2.65,2.58,-23,97.36,1.39,83.36
1185,37.18,21.54,49.11,3.68,19.08,22.21,3.69,-56,9.14,1.62,34.07
1186,95.61,76.19,76.25,13.99,10.49,8.91,3.01,60,60.1,1.32,58.72
1187,78.15,75.16,21.56,6.93,30.98,17.58,3.28,6,95.96,1.95,39.54
1188,34.75,40.8,48.33,18.28,1.69,8.03,4.28,-63,37.49,1.64,60.37
1189,51.07,29.49,39.07,13.75,18.76,25.33,2.85,90,25.24,1.55,69.93
1190,79.57,30.19,54.97,13.27,56.08,14.94,1.93,39,95.55,1.69,79.27
1191,34.71,68.82,47.31,11.63,19.32,19.65,2.55,-34,80.17,0.56,24.16
1192,70.75,65.0,24.83,1.87,22.27,24.03,1.04,3,65.5,0.86,30.46
1193,54.21,74.79,32.06,18.71,28.92,26.96,2.75,56,61.2,1.13,53.55
1194,73.46,85.62,54.73,12.93,34.14,22.23,3.8,49,36.01,0.92,83.75
1195,33.2,68.43,28.06,19.89,48.71,5.31,2.75,61,64.13,1.69,54.85
1196,91.01,30.91,28.37,11.21,12.23,25.78,3.33,-31,72.5,0.05,34.75
1197,98.14,37.04,62.61,14.49,52.43,18.94,3.97,-2,3.17,0.42,40.52
1198,97.82,78.95,39.6,2.07,45.7,18.67,3.58,66,11.77,1.76,38.54
1199,82.48,34.65,46.77,13.0,43.64,27.72,2.11,43,31.51,0.12,57.55
1200,39.11,25.08,73.34,15.53,6.12,8.22,4.28,58,32.31,0.45,29.76
1201,83.08,69.23,34.8,15.79,2.28,7.95,2.92,76,90.05,0.7,61.87
1202,31.72,48.18,33.26,15.63,36.05,15.88,2.07,-57,68.45,1.5,59.45
1203,31.55,84.4,45.56,5.3,51.92,22.78,4.25,-55,37.35,1.12,62.35
1204,52.65,65.52,60.54,19.53,35.48,13.97,4.3,28,80.92,1.91,39.04
1205,64.21,26.33,68.17,19.91,13.58,19.38,3.41,21,32.32,0.46,69.9
1206,83.93,86.35,62.71,2.44,6.34,14.12,4.17,-57,99.08,1.74,48.53
1207,77.83,38.1,58.13,18.79,42.28,18.7,2.4,-17,78.16,0.57,57.7
1208,61.21,43.6,27.67,6.5,43.58,24.85,2.25,-14,80.84,0.49,64.64
1209,49.15,48.16,16.03,14.1,11.18,6.23,1.39,-17,26.1,1.0,55.97
1210,99.8,23.59,37.09,7.42,2.66,21.17,2.71,-5,14.5,0.14,30.39
1211,59.83,54.76,19.53,19.39,25.09,23.84,2.39,-55,38.95,0.77,80.14
1212,61.6,28.63,53.46,2.93,35.38,13.97,2.19,-29,33.42,0.71,35.21
1213,41.45,48.07,59.42,10.46,42.65,10.37,3.43,80,76.98,0.32,71.57
1214,85.64,44.55,23.26,9.13,48.79,1.39,1.23,60,17.43,1.72,42.67
1215,78.56,74.1,68.61,7.19,37.02,24.12,1.9,72,52.75,0.77,43.1
1216,45.45,76.22,37.21,13.27,7.54,10.51,2.19,91,62.82,1.96,45.18
1217,35.77,30.74,39.64,3.49,41.27,11.36,2.45,-7,38.52,1.8,34.13
1218,77.63,45.66,55.8,14.62,59.07,10.74,2.45,30,20.06,0.39,29.24
1219,75.82,46.13,44.13,19.63,54.43,15.46,2.02,51,89.57,1.01,27.65
1220,49.13,30.6,45.35,16.29,52.43,21.37,2.26,58,13.88,1.2,87.19
1221,96.56,75.89,17.28,17.34,18.83,23.38,1.38,-30,30.38,1.64,79.55
1222,40.57,69.51,33.6,7.83,45.3,12.38,2.4,-61,75.66,1.77,33.8
1223,60.26,33.33,64.99,7.17,51.22,20.23,4.19,77,60.53,1.25,39.81
1224,96.05,45.67,65.09,10.82,41.02,21.9,2.44,-27,73.06,0.07,50.27
1225,59.38,27.41,32.28,1.87,15.78,9.61,3.2,-86,80.88,0.96,46.55
1226,74.7,63.97,41.16,18.96,57.28,3.8,1.69,18,89.54,1.77,85.95
1227,57.83,28.5,48.95,3.73,27.6,26.95,2.58,-80,30.46,1.43,60.23
1228,49.2,89.02,62.4,18.16,8.66,20.64,2.74,-80,47.43,1.74,74.28
1229,98.88,74.65,27.68,2.59,7.48,19.8,3.75,-41,68.83,1.35,64.84
1230,58.65,47.32,41.05,16.63,39.2,2.71,2.51,5,79.47,0.09,48.53
1231,92.59,60.5,57.69,3.89,26.82,24.72,3.62,-36,57.78,1.94,50.54
1232,46.1,83.79,53.98,1.72,6.57,17.42,3.18,48,51.37,1.84,58.06
1233,44.92,58.79,28.75,14.67,44.68,25.59,1.36,82,69.18,0.25,13.99
1234,32.18,32.21,48.59,6.33,48.16,29.26,4.14,-32,38.2,0.23,47.4
1235,75.62,46.51,27.18,14.58,43.8,28.76,2.01,9,89.37,1.08,52.11
1236,55.8,79.02,38.57,11.55,12.93,25.83,1.51,-75,21.22,1.51,77.64
1237,90.51,65.09,43.55,3.07,41.7,1.32,2.25,-26,88.4,0.76,31.47
1238,63.12,65.55,61.39,18.71,1.63,26.69,2.71,-46,64.36,0.27,38.61
1239,97.77,80.68,42.86,9.59,19.0,3.18,1.6,12,60.07,1.02,33.7
1240,42.99,82.58,27.25,14.95,24.53,25.68,2.88,-55,47.0,0.68,55.81
1241,90.8,84.39,36.05,10.52,50.28,9.13,2.06,89,15.47,0.7,70.98
1242,84.36,26.64,62.48,12.48,24.03,18.69,3.53,-31,86.49,1.29,74.57
1243,83.96,58.09,32.06,6.75,1.66,2.1,1.05,81,5.25,1.77,93.05
1244,89.13,71.84,42.33,4.81,21.79,23.36,4.05,31,27.0,1.12,84.98
1245,83.27,72.98,32.24,11.31,30.44,4.24,1.52,72,10.97,1.38,76.27
1246,73.84,62.47,55.55,9.36,56.99,12.91,3.51,-47,10.68,1.32,44.87
1247,39.19,31.68,48.96,8.41,56.52,24.71,3.35,80,39.04,1.1,37.35
1248,32.28,75.82,41.34,13.78,11.67,21.17,1.7,71,16.04,0.62,44.52
1249,94.46,70.41,35.1,14.12,11.92,1.18,1.54,-14,58.14,0.76,80.95
1250,73.17,26.03,63.32,1.87,10.64,12.69,2.17,-5,62.72,0.63,42.47
1251,85.76,52.47,48.53,7.44,47.55,2.22,2.12,19,88.21,1.83,47.07
1252,63.71,32.18,51.0,8.82,1.36,20.53,2.07,-65,29.97,1.65,91.29
1253,38.21,43.62,60.87,2.84,8.5,29.1,3.68,-67,30.92,1.16,48.69
1254,38.76,21.27,72.82,5.48,32.74,20.0,2.98,79,24.64,1.82,77.89
1255,77.99,48.02,37.04,1.98,15.61,7.51,2.7,33,78.18,1.77,83.25
1256,60.12,58.49,74.54,19.93,6.45,11.3,1.98,65,42.81,1.86,87.95
1257,44.04,63.37,16.19,14.99,22.23,29.32,3.29,-15,55.24,0.44,65.39
1258,64.41,66.44,31.66,2.66,17.18,7.5,1.72,-68,37.46,1.44,81.21
1259,34.49,78.54,62.48,1.38,31.16,17.28,2.8,-46,15.68,1.22,67.34
1260,70.74,35.08,25.14,14.67,58.77,12.61,1.34,-78,10.25,1.47,54.46
1261,48.83,28.43,33.21,9.34,8.33,23.28,1.52,24,86.83,0.53,56.94
1262,85.83,79.61,28.39,15.95,22.99,26.15,3.03,-57,26.55,1.39,80.56
1263,51.73,30.96,50.21,18.55,55.99,10.88,3.43,-1,94.16,0.82,41.39
1264,61.87,88.23,34.71,12.39,52.74,20.15,3.21,-73,94.73,1.67,50.7
1265,30.81,78.98,53.74,4.56,24.26,16.92,3.16,-37,47.89,1.59,52.51
1266,35.07,55.06,61.87,15.86,42.24,9.07,4.46,-53,95.86,0.42,48.07
1267,57.47,88.7,50.4,19.16,6.18,8.89,2.98,-42,2.85,0.37,15.82
1268,63.6,26.82,24.09,12.02,43.04,16.62,2.32,-42,9.17,1.44,77.61
1269,72.0,41.21,63.59,13.96,58.4,5.47,2.52,-58,24.33,1.1,32.26
1270,50.42,64.68,36.41,7.41,32.71,24.51,1.4,70,20.92,1.11,32.09
1271,78.65,44.5,27.59,8.25,30.41,3.0,2.54,40,25.26,1.51,42.03
1272,90.21,84.99,18.72,14.96,12.05,3.74,1.83,-29,45.23,1.71,69.0
1273,84.59,24.59,42.91,18.63,38.39,10.92,2.91,-58,6.29,0.48,32.16
1274,32.77,58.46,15.33,12.95,35.84,4.42,1.55,-88,55.54,1.11,46.86
1275,63.64,61.36,28.73,16.01,39.46,14.8,3.34,62,30.95,1.66,90.56
1276,37.35,65.69,35.84,4.26,2.54,12.59,3.96,38,7.15,1.75,86.56
1277,46.94,37.9,35.61,5.03,33.37,21.93,2.05,48,75.32,0.57,69.31
1278,99.07,45.52,57.76,11.11,36.1,28.64,3.84,99,65.34,0.21,46.52
1279,39.97,79.06,62.14,4.35,13.24,22.85,4.15,5,79.34,0.47,68.57
1280,64.92,33.65,62.88,13.06,13.29,6.2,4.44,53,93.92,1.89,84.41
1281,73.27,77.88,30.14,6.54,17.3,28.13,2.09,-7,58.58,0.92,80.93
1282,79.17,59.39,25.66,16.04,42.99,12.37,3.22,-51,78.67,0.84,23.61
1283,69.18,73.35,65.92,16.35,36.77,14.75,2.5,-52,19.92,0.03,9.2
1284,30.68,69.95,16.62,9.81,50.9,13.23,2.61,2,41.04,0.1,19.56
1285,52.85,34.53,64.38,4.44,18.44,9.14,3.75,-11,53.01,1.34,85.59
1286,66.24,59.82,26.38,13.29,54.81,26.96,3.13,-10,54.12,1.18,62.85
1287,36.15,80.74,67.85,19.86,44.88,10.63,2.42,-15,71.83,1.15,51.11
1288,54.54,50.25,28.13,12.83,24.31,17.78,3.59,-88,79.59,0.22,42.61
1289,32.32,87.66,45.94,1.68,6.62,7.96,2.49,66,66.69,0.7,69.83
1290,35.5,51.66,62.16,1.33,16.16,24.12,2.2,82,4.72,1.62,89.9
1291,57.78,29.99,41.39,7.09,57.45,23.45,2.99,-94,35.12,0.35,58.22
1292,39.29,47.26,39.4,4.72,19.31,9.59,3.6,70,57.24,1.77,81.35
1293,69.73,86.62,42.29,16.45,20.46,20.77,4.14,-59,50.79,0.24,30.83
1294,78.26,42.38,63.72,17.05,12.19,21.41,3.71,85,4.48,0.34,41.5
1295,86.04,80.77,21.49,5.91,48.6,17.31,1.0,39,98.06,0.96,77.1
1296,44.01,81.69,9.59,7.19,17.26,18.42,1.24,-88,95.61,1.89,84.87
1297,41.72,44.51,34.53,5.49,20.49,17.66,1.54,-89,77.38,0.66,60.0
1298,37.32,25.83,18.34,18.26,25.45,3.37,1.27,-63,5.54,1.32,30.86
1299,74.55,70.72,45.36,10.55,26.59,20.44,2.62,-98,43.02,1.18,27.15
1300,79.45,41.81,35.91,13.47,25.27,14.62,2.02,99,40.98,0.3,19.7
1301,32.21,74.8,37.12,8.89,30.72,13.72,1.62,-39,55.8,0.5,51.07
1302,95.53,50.99,31.71,12.99,49.06,25.94,3.53,58,5.59,1.86,68.7
1303,33.64,53.97,54.64,8.33,49.34,1.67,3.15,99,42.37,0.37,71.93
1304,67.89,74.45,17.38,7.45,48.1,8.29,3.2,-64,75.78,1.39,71.62
1305,79.63,46.77,11.13,13.06,6.97,4.52,1.91,-77,99.8,1.93,54.46
1306,90.97,51.02,18.14,12.23,48.18,2.02,2.05,-9,59.54,0.24,20.76
1307,79.99,46.33,66.8,6.58,8.09,8.99,2.74,-33,94.06,0.8,72.5
1308,86.12,45.71,21.01,3.84,8.36,29.67,2.23,-37,99.85,0.45,42.67
1309,53.76,56.82,59.11,8.0,56.92,8.84,3.3,43,43.48,0.44,54.82
1310,87.04,76.62,13.16,8.89,49.34,20.25,2.3,-83,66.87,0.24,46.17
1311,35.61,45.32,19.42,12.95,33.59,4.43,3.31,-33,21.32,1.3,33.26
1312,92.64,56.7,49.86,18.38,52.62,18.45,3.9,67,47.56,1.49,32.98
1313,68.33,66.95,38.59,1.69,59.37,29.55,2.65,-43,7.84,1.35,51.06
1314,87.21,38.86,71.05,5.63,37.03,9.46,2.52,22,2.91,1.85,57.52
1315,61.66,39.43,64.43,4.68,37.16,25.59,4.49,-56,89.29,0.29,53.82
1316,75.05,85.34,55.82,10.54,45.51,29.93,3.73,-48,85.84,0.64,56.42
1317,66.85,70.65,43.8,9.16,14.7,18.07,3.27,-74,31.21,0.69,78.38
1318,81.21,60.4,42.84,14.85,10.86,9.97,3.41,17,45.7,0.46,68.02
1319,35.71,65.34,30.75,5.61,45.82,20.53,1.44,-65,49.36,0.28,42.55
1320,34.22,22.05,76.64,12.3,21.35,25.5,2.03,95,52.07,0.97,53.1
1321,47.3,63.27,49.68,17.79,8.97,5.97,1.91,-1,13.46,1.67,74.5
1322,41.17,55.67,51.63,18.3,19.58,14.12,1.87,40,77.51,1.91,42.82
1323,91.02,58.2,35.23,19.22,22.16,10.26,2.27,78,34.78,0.26,73.87
1324,45.34,45.16,24.62,15.69,57.95,9.22,1.34,75,3.17,1.65,64.38
1325,98.31,25.7,75.89,18.21,42.18,25.96,4.24,87,67.66,1.65,89.06
1326,53.58,33.53,33.97,5.46,32.32,13.23,2.8,5,82.99,0.78,79.61
1327,42.75,86.55,40.78,4.75,58.16,10.83,2.35,0,91.81,0.22,46.94
1328,85.28,48.61,23.22,1.12,54.29,18.5,1.17,10,67.44,1.98,43.21
1329,76.11,52.67,70.63,14.43,31.21,7.36,3.38,97,19.13,1.31,62.79
1330,64.87,23.69,23.79,18.81,54.44,7.67,1.21,78,58.98,1.96,74.12
1331,68.88,22.63,55.74,4.55,24.85,16.09,3.81,-87,91.18,0.97,71.23
1332,80.34,70.2,29.46,13.1,14.59,12.87,3.25,70,35.06,0.79,21.89
1333,45.99,57.67,57.81,15.18,14.73,9.55,3.3,-98,95.34,0.49,43.79
1334,99.74,55.61,61.03,18.62,40.08,2.56,2.04,52,9.77,1.97,94.64
1335,98.24,37.02,19.86,13.29,30.56,16.1,3.23,-67,72.81,0.51,77.05
1336,75.52,72.13,55.45,19.44,39.88,24.68,2.31,97,11.99,0.05,19.77
1337,43.97,31.78,40.15,7.55,41.48,25.69,1.8,83,79.89,1.02,77.22
1338,77.62,33.3,33.34,7.65,2.32,7.83,2.35,92,9.77,0.75,27.53
1339,35.05,52.25,71.07,11.32,4.19,18.39,4.34,87,32.57,0.52,67.84
1340,32.15,40.04,34.36,8.29,32.43,25.82,2.11,-53,77.69,1.27,43.51
1341,48.04,37.32,36.0,1.03,12.27,12.85,3.8,-29,46.02,0.73,78.38
1342,62.38,65.17,29.19,14.9,38.32,28.03,1.18,46,88.27,0.8,62.88
1343,90.78,65.57,37.77,15.28,33.58,27.19,1.49,4,40.17,0.05,32.84
1344,80.9,77.72,59.53,15.19,35.56,7.04,3.72,-66,99.5,1.18,42.37
1345,81.99,49.24,36.02,7.56,18.84,8.51,1.76,-4,1.87,0.24,25.48
1346,59.78,25.12,69.93,10.92,38.75,6.23,2.74,8,69.61,0.43,56.3
1347,54.22,39.16,69.63,7.84,49.94,6.69,2.23,8,91.59,1.43,84.95
1348,55.97,88.6,18.67,1.3,59.89,27.33,1.93,-68,53.6,0.63,63.96
1349,99.14,61.74,31.45,11.69,50.47,28.0,1.82,69,98.85,0.33,64.49
1350,32.81,69.68,65.43,3.35,33.89,2.51,3.82,14,70.8,1.15,73.55
1351,90.69,20.52,34.23,2.52,12.41,18.21,3.23,-47,42.95,0.43,75.13
1352,70.51,56.27,11.28,15.35,41.21,17.36,3.53,-62,51.54,0.54,62.87
1353,60.7,22.63,32.06,1.18,56.32,12.33,3.17,9,87.75,1.24,38.88
1354,80.77,59.85,56.75,19.22,13.5,19.32,3.42,91,95.76,1.48,79.07
1355,64.07,84.45,65.96,10.79,16.1,28.47,3.63,65,55.59,1.48,49.48
1356,91.14,87.79,18.43,19.68,9.79,5.94,3.46,-63,30.72,0.96,84.2
1357,93.05,57.84,19.95,2.1,44.47,4.49,1.8,-28,23.93,0.91,44.36
1358,59.52,52.07,73.96,12.09,24.99,1.97,2.66,79,47.7,1.58,49.08
1359,49.38,86.15,58.94,7.64,4.7,11.55,3.71,11,29.63,0.39,27.86
1360,71.46,67.15,49.03,17.03,52.62,10.79,2.11,0,42.08,0.3,53.05
1361,93.87,24.54,54.75,7.86,33.9,13.49,4.21,-54,83.45,1.33,33.82
1362,44.75,52.6,42.02,5.95,20.53,15.6,2.8,25,47.2,0.82,79.36
1363,73.61,36.82,55.59,17.29,21.29,22.98,2.49,-36,64.09,1.42,46.84
1364,74.21,52.89,36.74,8.12,18.12,12.37,3.41,-1,9.01,0.51,33.31
1365,81.32,51.88,24.95,1.32,27.87,10.59,1.98,-59,76.21,0.65,19.65
1366,39.21,60.75,56.9,8.42,20.89,24.98,4.31,1,48.29,1.79,49.4
1367,80.11,44.97,35.82,13.44,33.33,25.64,4.04,-46,36.09,0.84,46.05
1368,93.63,31.5,67.6,5.83,46.64,7.75,3.75,-42,61.1,1.18,48.01
1369,42.58,55.26,43.01,9.21,40.79,10.13,1.54,93,10.2,0.21,27.4
1370,46.63,78.11,65.46,2.08,18.37,24.93,2.55,-27,41.4,0.36,14.93
1371,98.0,66.48,74.73,12.17,32.2,3.3,3.27,81,81.1,0.07,27.01
1372,42.67,43.69,25.54,15.37,50.57,10.45,3.49,-50,26.21,0.85,68.77
1373,89.81,85.49,64.7,8.85,5.02,14.0,2.21,50,91.41,1.98,64.31
1374,64.46,83.85,48.25,8.98,5.62,6.43,1.6,100,60.36,1.75,51.54
1375,47.31,34.65,70.42,2.68,33.81,6.22,2.02,38,54.08,1.27,45.19
1376,90.95,22.76,36.01,4.84,38.71,13.32,2.74,-65,39.96,1.72,67.76
1377,61.17,71.89,64.32,3.94,13.47,22.88,4.11,83,74.2,1.19,43.87
1378,66.04,77.93,37.43,10.15,44.97,25.37,1.46,-59,56.45,0.74,57.8
1379,55.15,87.75,28.84,11.06,39.13,29.4,1.68,1,79.65,0.35,74.54
1380,71.51,82.29,27.0,19.03,55.47,3.15,3.0,-2,33.17,1.31,29.19
1381,41.45,62.04,41.98,2.39,10.97,7.28,3.61,27,70.2,0.39,23.42
1382,57.38,57.1,51.27,12.4,45.33,22.94,3.9,-88,94.34,0.83,30.81
1383,97.86,21.95,49.72,11.0,5.93,16.68,3.68,-2,27.99,1.65,59.94
1384,48.07,37.27,50.64,10.81,34.35,10.5,1.94,-49,98.1,0.26,13.49
1385,75.97,52.17,36.37,17.59,33.56,6.96,2.26,57,41.05,0.26,40.95
1386,52.76,64.0,46.08,4.91,23.91,9.13,4.11,39,3.85,0.45,72.25
1387,84.14,59.01,22.33,1.77,50.83,13.45,3.67,48,35.77,1.1,24.29
1388,39.16,71.98,64.9,13.77,1.26,6.14,3.4,39,14.96,0.5,37.54
1389,97.89,39.58,68.31,7.56,31.69,28.96,3.88,-39,30.43,1.01,70.03
1390,61.77,59.55,40.31,1.33,13.81,4.12,3.94,19,9.6,0.6,25.79
1391,46.52,26.17,15.97,5.78,44.87,29.58,2.12,-8,17.82,1.01,27.07
